ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Complain,Z_CostContact,Z_Revenue
10696,1975,Graduation,Widow,42093.0,1,1,2013-07-06,54,110,13,91,28,60,34,5,7,2,3,6,0,0,0,0,0,0,0,3,11
10697,1968,Graduation,Widow,39092.0,1,1,2013-06-09,29,108,33,163,68,78,22,7,3,2,5,6,0,0,1,0,1,0,0,3,11
10698,1961,Master,Widow,35098.0,1,2,2013-02-28,92,75,27,72,30,9,97,3,1,2,4,1,0,1,1,1,0,0,0,3,11
10699,1972,2n Cycle,Divorced,60819.0,0,1,2012-01-22,40,331,117,440,26,103,169,2,10,8,4,9,1,0,0,1,0,0,0,3,11
10700,1972,Graduation,Divorced,55195.0,0,1,2012-03-14,20,136,272,136,57,181,24,3,5,2,8,4,0,0,1,0,1,0,0,3,11
10701,1973,Graduation,Single,70719.0,0,0,2013-02-12,46,562,21,210,167,121,74,0,9,3,5,6,0,0,0,0,0,0,0,3,11
10702,1978,2n Cycle,Divorced,88324.0,0,0,2012-09-02,50,1241,320,221,13,50,64,0,9,9,11,6,0,0,0,0,0,0,0,3,11
10703,1961,Graduation,Divorced,45541.0,1,0,2014-04-09,33,184,10,42,65,26,42,2,1,4,3,3,0,0,0,0,0,0,0,3,11
10704,1979,2n Cycle,Single,56937.0,0,0,2014-06-05,39,239,67,492,31,101,7,2,4,4,10,10,0,1,1,0,0,0,0,3,11
10705,1977,Graduation,Together,29830.0,0,2,2013-02-19,80,144,5,75,5,2,17,3,2,3,2,10,0,0,0,0,0,0,0,3,11
10706,1980,Graduation,Widow,46217.0,1,1,2013-09-19,61,85,40,131,19,47,6,4,4,1,4,5,0,0,0,0,0,1,0,3,11
10707,1986,Graduation,Married,38602.0,1,1,2013-06-06,70,130,46,37,13,0,108,4,1,1,2,8,0,0,0,0,0,0,0,3,11
10708,1988,Graduation,Married,54698.0,0,0,2012-08-12,32,375,43,258,4,17,225,2,9,3,7,4,0,0,0,0,0,0,0,3,11
10709,1980,Graduation,Divorced,76409.0,1,0,2012-12-05,3,724,103,250,91,77,129,2,10,5,8,6,0,0,0,0,0,0,0,3,11
10710,1954,Master,Together,46486.0,1,0,2012-12-12,46,148,60,199,61,23,88,2,5,6,8,8,0,1,1,0,0,0,0,3,11
10711,1978,Graduation,Widow,28682.0,1,1,2012-04-04,45,32,2,27,14,12,8,3,1,1,2,4,0,0,0,0,1,0,0,3,11
10712,1953,2n Cycle,Married,63783.0,1,0,2012-01-17,49,161,4,150,56,81,64,0,4,3,5,4,0,0,0,0,0,0,0,3,11
10713,1957,Graduation,Divorced,46704.0,0,1,2012-10-18,39,412,59,248,57,100,58,3,6,3,16,3,0,0,0,1,0,0,0,3,11
10714,1963,PhD,Together,35016.0,1,1,2014-03-23,61,58,14,22,8,17,29,6,2,1,3,3,0,0,0,0,0,0,0,3,11
10715,1968,Master,Single,90744.0,0,0,2012-03-17,20,759,249,181,142,472,179,1,12,12,8,5,1,1,0,0,0,0,0,3,11
10716,1966,Graduation,Single,47756.0,1,1,2013-04-13,75,159,34,193,3,7,116,4,4,1,3,8,0,0,0,0,0,0,0,3,11
10717,1965,Master,Married,90361.0,0,0,2013-06-04,41,767,163,126,71,250,45,0,12,2,14,3,0,0,0,0,0,0,1,3,11
10718,1983,Graduation,Single,29897.0,1,2,2013-08-22,37,154,9,78,7,22,11,9,1,1,2,10,1,0,0,0,0,0,0,3,11
10719,1954,Master,Married,57975.0,0,0,2014-06-02,79,117,45,137,17,21,40,3,4,1,5,4,0,0,0,0,0,0,0,3,11
10720,1981,Graduation,Widow,34487.0,1,1,2012-12-17,42,251,14,99,8,8,140,9,2,3,5,6,0,0,1,0,1,0,0,3,11
10721,1978,Graduation,Together,94819.0,1,0,2012-11-22,13,514,78,225,23,11,264,2,3,10,6,1,0,1,0,0,0,0,0,3,11
10722,1972,Master,Married,89980.0,0,0,2013-04-03,51,1208,89,341,81,167,49,0,17,3,7,6,0,0,0,0,0,1,0,3,11
10723,1950,Graduation,Widow,33256.0,0,0,2014-02-11,38,477,15,299,28,50,169,6,13,3,6,7,0,0,0,0,0,0,0,3,11
10724,1977,Basic,Divorced,96668.0,0,0,2013-06-11,30,928,153,166,227,138,832,0,12,6,20,3,0,0,0,0,1,0,0,3,11
10725,1966,Graduation,Single,132785.0,1,0,2012-02-08,0,606,50,284,163,52,207,1,7,6,6,4,1,0,0,1,0,0,0,3,11
10726,1973,Graduation,Single,89083.0,0,0,2013-02-07,29,119,416,42,2,95,225,1,2,8,10,1,0,0,0,0,1,0,0,3,11
10727,1959,Graduation,Widow,129801.0,0,0,2013-03-30,25,698,56,1141,179,169,49,2,8,4,23,0,0,0,0,0,0,0,0,3,11
10728,1984,Graduation,Single,53008.0,1,0,2014-03-03,29,172,129,478,8,39,81,5,5,1,10,5,0,0,0,0,0,0,0,3,11
10729,1971,Master,Married,45605.0,0,1,2013-08-12,46,25,15,30,7,15,34,5,3,2,3,9,0,0,0,0,0,0,1,3,11
10730,1976,PhD,Divorced,56260.0,0,0,2013-09-03,38,313,5,296,80,109,324,1,10,2,9,3,1,0,0,1,0,0,0,3,11
10731,1954,PhD,Single,94129.0,0,0,2012-10-14,49,456,102,146,20,328,31,3,3,3,6,5,1,0,0,0,0,0,0,3,11
10732,1978,Graduation,Married,69771.0,0,0,2013-10-16,7,1588,139,795,177,428,385,1,7,8,41,0,0,0,0,1,0,0,0,3,11
10733,1985,2n Cycle,Together,57140.0,0,0,2012-03-29,0,250,268,257,250,50,155,3,7,3,11,8,0,1,0,0,1,1,0,3,11
10734,1944,PhD,Together,78615.0,0,0,2012-06-25,55,563,220,373,20,87,85,0,6,10,6,3,0,1,0,0,0,1,0,3,11
10735,1974,PhD,Widow,45481.0,0,1,2012-07-15,43,66,2,96,25,13,13,3,3,1,2,9,0,0,0,0,0,0,0,3,11
10736,1982,Graduation,Widow,105631.0,0,0,2013-02-25,15,242,171,238,229,35,13,3,6,4,3,3,1,0,0,0,0,0,0,3,11
10737,1982,Graduation,Married,68700.0,0,0,2012-03-04,26,478,25,113,37,42,62,1,6,3,5,6,0,0,0,0,1,0,0,3,11
10738,2000,Graduation,Together,49615.0,1,0,2013-04-11,8,982,131,289,96,70,123,0,2,5,17,4,0,1,0,0,0,0,0,3,11
10739,1976,Master,Married,61072.0,0,0,2014-03-10,29,775,327,791,353,250,191,2,8,9,23,2,0,0,1,0,0,1,0,3,11
10740,1960,PhD,Together,77524.0,0,0,2012-12-23,21,579,154,501,783,480,6,1,7,11,22,4,0,0,0,1,1,1,0,3,11
10741,1974,Graduation,Married,107098.0,0,0,2012-01-05,37,868,98,267,0,426,175,0,22,0,11,5,0,0,0,0,0,1,0,3,11
10742,1957,PhD,Single,65817.0,0,1,2012-09-04,39,225,22,199,16,55,9,1,6,2,2,2,0,0,0,0,0,0,0,3,11
10743,1959,Graduation,Married,111173.0,0,0,2012-03-03,0,411,111,602,47,138,12,0,8,3,16,2,1,0,0,0,0,0,0,3,11
10744,1986,Graduation,Single,32673.0,1,1,2013-07-27,28,191,44,110,44,83,140,3,8,1,5,7,1,1,0,1,1,0,0,3,11
10745,1988,Master,Together,37580.0,0,0,2013-12-17,62,434,147,301,63,6,119,0,4,6,8,6,0,0,0,0,1,0,0,3,11
10746,1979,Graduation,Divorced,45650.0,0,0,2012-09-16,19,671,194,1299,81,177,147,4,6,18,13,7,0,0,0,1,0,1,0,3,11
10747,1984,PhD,Widow,86376.0,1,0,2012-09-26,50,1185,5,266,36,143,318,2,8,3,16,7,1,0,0,1,0,1,0,3,11
10748,1974,Master,Widow,35070.0,0,2,2012-10-16,42,50,24,53,2,5,10,3,1,2,2,6,0,0,0,0,0,0,0,3,11
10749,1964,Graduation,Widow,44750.0,0,0,2012-11-24,69,312,11,132,11,9,6,3,1,1,6,6,0,0,0,0,0,0,0,3,11
10750,1976,Master,Single,90280.0,0,1,2013-09-18,40,238,106,90,115,97,245,2,5,10,5,7,1,1,0,0,0,0,0,3,11
10751,1979,Graduation,Single,83715.0,0,0,2012-10-03,6,415,77,160,252,41,171,2,10,2,4,8,0,0,1,0,0,0,0,3,11
10752,1973,Master,Single,65319.0,1,0,2012-12-10,12,285,114,646,2,7,71,0,9,2,6,5,0,0,0,1,1,0,0,3,11
10753,1976,Graduation,Widow,61296.0,0,0,2014-03-12,5,1138,283,1228,430,86,427,2,25,15,14,6,0,0,0,0,0,0,0,3,11
10754,1970,Graduation,Together,37009.0,0,1,2013-11-17,78,49,24,55,2,21,35,3,1,0,2,8,0,0,1,1,0,0,0,3,11
10755,1989,Graduation,Together,68021.0,1,1,2014-04-15,10,120,195,575,54,40,271,2,5,6,10,3,0,0,1,0,0,0,0,3,11
10756,1974,Graduation,Together,89514.0,0,1,2012-11-17,29,704,67,496,40,5,141,3,7,5,15,4,0,0,0,0,0,0,0,3,11
10757,1956,Graduation,Widow,56585.0,1,0,2014-04-15,50,220,15,177,66,29,113,4,9,2,2,3,1,0,0,0,0,0,0,3,11
10758,1968,Graduation,Together,104065.0,0,0,2012-09-25,32,372,197,833,126,243,211,1,17,9,7,2,0,1,0,0,0,0,0,3,11
10759,1969,Master,Together,82125.0,0,0,2012-10-03,27,285,10,221,130,63,65,3,2,4,8,4,0,0,1,1,0,0,0,3,11
10760,1977,Graduation,Together,30074.0,0,1,2014-05-07,23,96,21,48,70,30,26,5,2,1,1,10,0,0,0,0,0,0,0,3,11
10761,1956,Graduation,Single,104667.0,0,0,2012-06-29,1,830,259,855,107,167,90,2,13,15,10,2,1,0,0,0,1,0,0,3,11
10762,1955,Graduation,Divorced,84851.0,0,0,2014-01-06,4,831,36,727,163,83,311,0,8,5,22,3,0,0,0,0,1,0,0,3,11
10763,1960,PhD,Married,54412.0,0,0,2014-01-15,0,1081,109,739,132,163,135,1,9,9,23,4,1,1,0,0,0,0,0,3,11
10764,1961,PhD,Together,33974.0,1,1,2014-04-13,61,431,216,233,41,123,17,2,9,6,5,2,0,0,0,1,0,1,0,3,11
10765,1984,Master,Widow,73419.0,0,0,2014-02-03,39,559,425,221,263,871,374,1,8,11,23,2,0,0,0,0,0,0,0,3,11
10766,1958,Master,Divorced,100088.0,0,0,2014-01-11,4,592,131,624,213,30,363,0,9,10,15,1,0,0,0,0,1,0,0,3,11
10767,1966,Master,Together,92072.0,0,0,2012-11-14,56,735,122,143,12,59,147,1,2,5,13,5,0,1,0,0,1,0,0,3,11
10768,1972,Graduation,Widow,93381.0,0,0,2013-05-15,25,840,16,548,3,86,20,2,18,4,4,5,0,0,0,0,0,0,0,3,11
10769,1962,Master,Together,56136.0,1,1,2013-06-04,76,38,39,78,4,78,20,6,2,1,3,9,1,1,0,0,0,1,0,3,11
10770,1984,Graduation,Divorced,50429.0,0,0,2012-09-20,55,380,173,278,168,40,227,1,14,3,6,3,0,0,0,0,0,1,0,3,11
10771,1975,Master,Together,37792.0,1,1,2012-12-17,55,45,19,90,6,30,44,2,3,0,2,8,1,0,0,0,0,0,0,3,11
10772,1967,Master,Divorced,40386.0,0,2,2014-02-04,13,69,16,38,53,5,16,1,2,3,6,14,0,0,0,0,0,0,0,3,11
10773,1962,Graduation,Single,44880.0,0,0,2012-01-14,56,101,47,170,20,0,55,7,4,1,10,7,0,0,1,0,0,0,0,3,11
10774,1967,Graduation,Married,90511.0,1,0,2012-03-10,39,476,159,167,12,60,141,1,3,4,14,0,1,0,1,0,0,0,0,3,11
10775,1945,Graduation,Single,37760.0,1,0,2013-01-04,37,246,1,114,45,137,25,2,2,2,12,5,0,0,0,0,0,0,0,3,11
10776,1970,Master,Single,50379.0,1,1,2013-11-25,61,65,2,46,12,3,33,4,0,0,0,12,0,0,0,0,0,0,0,3,11
10777,1957,Graduation,Divorced,78530.0,0,0,2014-03-16,27,791,87,228,61,63,70,4,2,8,8,3,0,0,0,0,0,0,0,3,11
10778,1962,Graduation,Widow,57046.0,0,2,2013-09-07,37,74,24,23,56,9,55,8,2,2,2,7,0,0,0,0,0,0,0,3,11
10779,1953,PhD,Widow,51663.0,0,0,2014-02-11,49,130,34,93,65,31,21,7,2,5,3,4,1,0,1,1,0,0,0,3,11
10780,1996,Master,Together,79838.0,1,0,2012-05-13,26,885,49,117,70,94,115,1,6,4,13,3,0,1,1,0,1,0,0,3,11
10781,1962,Master,Divorced,51449.0,1,0,2012-04-03,60,200,151,178,207,37,48,1,3,1,6,3,0,0,0,0,0,0,0,3,11
10782,1971,Master,Single,64602.0,1,0,2013-03-28,25,403,11,112,109,103,195,4,13,1,6,5,0,0,0,0,0,0,0,3,11
10783,1984,2n Cycle,Single,33811.0,0,1,2012-10-03,42,33,2,141,30,26,6,2,4,2,7,5,1,0,0,1,0,1,0,3,11
10784,1956,Graduation,Together,53254.0,1,0,2014-03-02,15,414,12,191,16,25,103,4,5,2,11,3,0,0,0,0,0,0,0,3,11
10785,1975,Graduation,Single,69268.0,1,0,2012-03-07,86,348,40,306,49,79,54,1,2,5,12,5,1,1,0,0,0,0,0,3,11
10786,1942,PhD,Together,,1,0,2012-11-24,42,75,66,189,53,34,44,1,7,2,2,4,0,0,0,0,0,0,0,3,11
10787,1982,Graduation,Widow,63395.0,0,0,2012-09-25,13,874,62,542,112,119,103,3,10,1,16,3,0,0,0,0,0,0,0,3,11
10788,1977,PhD,Single,33635.0,1,2,2013-06-17,71,123,76,111,17,52,12,4,5,1,3,12,0,1,0,0,0,0,0,3,11
10789,1972,Basic,Single,60191.0,1,1,2012-09-24,62,85,30,171,22,3,41,3,5,3,7,10,0,0,0,0,0,0,1,3,11
10790,1964,Graduation,Married,88399.0,0,0,2014-04-26,40,919,103,792,321,218,348,2,24,3,13,5,1,0,0,1,0,0,0,3,11
10791,1979,Graduation,Together,88538.0,1,1,2012-02-17,52,282,14,177,26,11,32,1,4,3,3,5,0,0,0,0,0,0,0,3,11
10792,1969,Basic,Widow,62506.0,1,0,2012-03-06,62,747,233,442,349,11,142,0,8,9,17,2,0,0,0,0,1,0,0,3,11
10793,1973,Graduation,Divorced,94790.0,0,0,2014-03-16,4,325,74,931,164,116,594,1,13,2,24,5,0,0,0,1,0,0,0,3,11
10794,1966,Graduation,Divorced,69099.0,0,0,2013-04-18,31,1280,148,302,316,692,52,0,17,5,20,2,0,0,0,0,0,1,0,3,11
10795,1974,Graduation,Divorced,59440.0,0,0,2014-01-25,3,499,253,336,71,89,85,3,5,9,8,5,0,1,0,0,1,0,0,3,11
10796,1970,Graduation,Single,93871.0,0,0,2013-02-17,21,1068,60,669,59,52,27,0,3,14,13,0,0,0,1,0,0,0,0,3,11
10797,1960,Graduation,Widow,123595.0,0,0,2014-04-15,42,714,209,437,105,47,200,3,5,11,11,4,1,1,0,1,0,0,0,3,11
10798,1970,Graduation,Together,39725.0,0,2,2013-03-02,38,90,17,151,12,16,36,3,2,4,5,11,0,0,0,0,0,0,0,3,11
10799,1965,Graduation,Together,50115.0,1,1,2013-10-31,99,160,13,20,40,11,5,1,2,1,2,10,0,0,0,0,0,1,0,3,11
10800,1970,Graduation,Divorced,43195.0,0,1,2014-06-15,58,209,47,97,13,8,16,7,1,7,4,7,1,0,0,0,0,0,0,3,11
10801,1974,Master,Single,90005.0,1,0,2013-11-15,0,317,7,92,16,19,179,1,3,3,7,5,1,0,0,0,0,0,0,3,11
10802,1959,PhD,Together,51390.0,1,0,2012-08-22,67,145,116,28,178,27,12,4,5,9,4,5,0,0,0,0,0,0,0,3,11
10803,1977,2n Cycle,Divorced,61291.0,1,1,2013-12-09,99,167,87,168,12,52,123,4,7,2,4,8,0,0,0,0,0,1,0,3,11
10804,1957,2n Cycle,Widow,81674.0,0,0,2012-12-12,0,844,11,314,63,42,223,2,5,10,10,3,0,1,0,1,1,1,0,3,11
10805,1961,Graduation,Divorced,77209.0,0,0,2013-08-30,43,504,571,427,169,27,37,2,5,19,7,5,0,1,1,0,1,0,0,3,11
10806,1980,Graduation,Single,29832.0,1,1,2013-08-13,36,98,18,33,6,18,27,6,1,2,3,7,0,0,0,0,0,0,0,3,11
10807,1965,Master,Married,143454.0,0,0,2012-06-07,26,628,36,600,253,77,565,1,11,4,14,6,0,0,0,0,1,0,0,3,11
10808,1990,Graduation,Widow,44767.0,1,1,2012-09-15,29,111,48,29,1,2,21,3,1,2,3,9,0,0,0,0,0,0,0,3,11
10809,1958,Graduation,Widow,48639.0,0,0,2012-06-08,70,107,43,367,29,5,27,7,3,2,7,2,0,0,0,0,0,0,0,3,11
10810,1959,Graduation,Divorced,115540.0,0,0,2012-03-02,20,1136,759,361,108,67,193,0,6,1,28,4,0,0,0,0,0,0,0,3,11
10811,1968,Graduation,Married,103270.0,0,0,2013-03-26,53,483,130,449,67,12,316,0,5,13,6,3,0,0,0,1,0,0,0,3,11
10812,1953,Graduation,Widow,77051.0,0,0,2012-06-29,29,481,79,111,24,40,101,2,3,1,5,6,0,0,0,0,0,0,0,3,11
10813,1996,Master,Together,27883.0,1,2,2013-09-13,53,150,20,31,74,31,77,3,2,2,4,8,0,0,0,0,0,0,0,3,11
10814,1970,PhD,Widow,85348.0,0,0,2012-07-31,0,707,138,1264,118,41,569,1,14,14,17,3,0,0,1,0,0,0,0,3,11
10815,1951,Graduation,Divorced,47406.0,0,0,2012-01-27,99,285,13,269,24,31,33,2,8,1,4,3,0,0,0,0,0,0,0,3,11
10816,1950,PhD,Single,35041.0,0,0,2012-05-12,94,764,662,326,24,124,225,3,12,5,16,4,1,0,0,0,0,0,0,3,11
10817,1964,PhD,Married,46977.0,0,1,2013-05-06,99,123,25,104,77,14,75,4,4,2,3,1,0,0,0,0,0,1,0,3,11
10818,1973,Graduation,Single,36000.0,0,1,2012-04-23,91,48,9,192,6,16,47,7,2,2,2,8,0,0,1,0,0,0,0,3,11
10819,1979,Master,Married,75363.0,0,1,2014-03-09,25,395,3,198,106,14,109,2,6,2,7,6,0,0,0,0,0,0,0,3,11
10820,1977,Graduation,Divorced,144281.0,0,0,2013-11-03,27,532,133,477,118,464,107,0,6,7,18,8,0,0,1,0,0,1,0,3,11
10821,1973,PhD,Widow,35408.0,1,1,2012-04-23,64,199,19,155,68,8,34,4,3,2,2,11,0,0,1,0,0,0,0,3,11
10822,1988,Graduation,Widow,,1,0,2014-02-11,46,677,158,1145,147,20,55,0,9,4,23,8,0,1,0,0,0,0,0,3,11
10823,1986,Graduation,Divorced,38913.0,1,1,2012-10-08,33,144,4,167,13,68,95,6,3,3,5,7,0,0,0,0,1,1,0,3,11
10824,1962,PhD,Widow,63351.0,0,0,2014-03-17,26,278,11,143,173,183,48,0,2,6,7,7,0,0,0,0,0,0,0,3,11
10825,1954,Master,Widow,80356.0,1,0,2014-06-07,0,347,261,270,115,47,138,0,5,3,20,0,0,1,0,0,0,0,0,3,11
10826,1974,Graduation,Widow,33495.0,1,1,2012-08-13,48,150,29,67,15,0,76,8,1,4,3,8,0,0,1,0,0,1,0,3,11
10827,1976,2n Cycle,Married,80304.0,1,0,2012-10-22,30,262,40,270,18,79,49,1,5,5,3,2,0,0,0,0,0,0,0,3,11
10828,1958,Master,Widow,56091.0,1,0,2012-05-08,42,133,18,89,62,23,27,4,2,2,2,2,1,0,0,0,1,0,0,3,11
10829,1992,PhD,Married,43183.0,0,0,2012-01-26,43,302,27,408,18,204,300,4,3,8,7,7,0,1,0,1,0,1,0,3,11
10830,1964,PhD,Together,29740.0,1,2,2013-04-08,27,132,6,187,8,6,3,5,3,2,6,5,0,0,0,0,0,0,0,3,11
10831,1989,PhD,Together,51307.0,1,2,2013-09-07,39,167,67,103,20,29,8,4,3,0,3,3,0,0,0,0,0,0,0,3,11
10832,1982,Graduation,Widow,70441.0,1,0,2013-05-12,21,768,2,390,82,3,144,2,7,3,11,7,0,0,0,0,1,1,0,3,11
10833,1972,Graduation,Married,32627.0,0,1,2014-06-03,76,114,54,71,13,29,62,3,2,4,1,4,0,0,0,0,0,0,0,3,11
10834,1970,Master,Widow,36727.0,1,1,2012-04-13,62,37,25,74,4,14,39,5,1,0,2,6,0,0,0,0,0,0,0,3,11
10835,1977,Graduation,Single,38101.0,0,1,2012-07-26,65,171,16,36,19,0,26,3,1,0,1,11,0,0,1,0,1,0,0,3,11
10836,1986,Master,Married,44024.0,0,1,2014-03-12,37,34,11,30,19,42,22,3,1,1,3,6,0,0,0,0,0,0,0,3,11
10837,1960,Graduation,Widow,39630.0,1,0,2012-07-13,52,92,37,108,15,32,4,1,3,2,5,7,0,0,0,0,1,0,0,3,11
10838,1983,Graduation,Married,54938.0,0,0,2012-11-22,20,837,38,417,97,14,121,1,7,6,13,6,0,0,0,1,1,0,0,3,11
10839,1978,Graduation,Together,40132.0,1,1,2013-01-23,41,60,2,84,16,12,37,3,4,2,5,3,0,0,0,0,0,0,0,3,11
10840,1959,Graduation,Together,88221.0,0,0,2012-07-10,36,747,633,833,158,39,237,2,21,2,20,2,0,0,0,1,0,1,0,3,11
10841,1981,Master,Divorced,42604.0,1,1,2013-04-27,43,95,85,123,71,21,31,6,4,4,3,7,0,0,0,0,0,0,0,3,11
10842,1969,Graduation,Together,29716.0,0,2,2013-12-14,55,53,6,63,38,45,17,5,3,2,7,4,0,0,0,0,0,0,0,3,11
10843,1976,Master,Divorced,69812.0,1,0,2014-01-03,32,653,93,248,35,243,167,4,14,8,2,3,1,1,1,0,0,0,0,3,11
10844,1959,Master,Married,111958.0,0,0,2013-02-17,2,504,44,373,438,48,72,0,4,10,11,3,0,0,0,1,1,0,0,3,11
10845,1955,Graduation,Married,57318.0,0,0,2014-06-13,39,148,13,95,3,23,25,5,4,1,3,3,0,0,0,0,0,0,0,3,11
10846,1971,PhD,Married,66834.0,0,0,2012-10-09,25,488,278,319,31,3,87,5,8,4,13,5,0,0,0,0,1,0,0,3,11
10847,1973,2n Cycle,Together,37278.0,0,1,2014-01-01,49,53,39,78,4,4,56,4,2,0,5,6,1,0,0,0,0,0,0,3,11
10848,1963,Graduation,Single,76160.0,0,0,2014-03-01,0,661,161,560,62,73,91,1,4,3,18,3,0,1,0,0,0,0,0,3,11
10849,1966,Graduation,Divorced,51257.0,0,0,2012-09-18,35,518,134,355,96,43,167,3,8,7,8,4,0,0,1,0,0,0,0,3,11
10850,1988,Graduation,Divorced,115787.0,0,0,2012-02-18,48,370,67,400,142,75,10,2,7,2,7,4,0,0,0,0,0,0,0,3,11
10851,1963,Basic,Married,87883.0,0,0,2013-12-08,37,881,185,806,173,74,78,2,17,2,18,3,0,1,0,1,0,0,0,3,11
10852,1950,Basic,Together,43523.0,0,0,2012-03-20,43,186,91,68,1,30,49,2,5,2,5,4,0,0,0,1,0,0,0,3,11
10853,1950,Master,Single,47125.0,1,0,2013-07-21,26,372,32,105,21,67,278,6,3,5,7,4,0,0,1,0,0,1,0,3,11
10854,1971,Graduation,Together,93689.0,0,0,2013-03-18,30,792,69,894,110,234,29,3,4,12,20,2,0,0,0,0,1,0,0,3,11
10855,1966,2n Cycle,Divorced,60321.0,1,0,2013-03-17,59,282,205,380,144,123,195,4,2,2,15,1,0,0,0,1,0,0,0,3,11
10856,1975,Graduation,Single,41873.0,1,2,2013-10-25,91,56,30,59,16,19,15,9,3,3,1,9,0,0,0,0,0,0,0,3,11
10857,1950,PhD,Together,57732.0,0,0,2013-07-25,40,295,41,41,20,42,23,3,0,4,4,8,0,0,0,0,0,0,0,3,11
10858,1973,2n Cycle,Together,77648.0,1,0,2013-06-28,14,724,150,300,21,150,290,1,14,11,10,5,0,0,0,0,0,0,0,3,11
10859,1958,Graduation,Together,50516.0,1,1,2013-01-30,68,235,13,220,12,28,42,4,5,2,5,11,0,0,0,0,0,0,0,3,11
10860,1974,2n Cycle,Widow,46375.0,0,1,2013-09-19,65,134,24,119,8,7,44,6,3,2,2,9,0,0,0,1,0,1,0,3,11
10861,1977,Graduation,Divorced,31524.0,1,2,2013-07-22,58,81,28,47,18,15,10,6,0,0,1,6,1,1,0,0,0,0,0,3,11
10862,1983,2n Cycle,Single,31718.0,1,1,2013-06-04,44,92,39,106,32,38,10,7,8,2,2,7,0,0,0,0,0,0,0,3,11
10863,1959,PhD,Single,37428.0,0,1,2013-10-25,29,444,78,110,29,1,43,5,4,3,6,9,0,0,0,0,0,0,0,3,11
10864,1963,Graduation,Together,82234.0,0,0,2012-04-18,42,482,89,571,519,85,228,2,2,4,23,3,0,0,0,0,0,0,0,3,11
10865,1950,Master,Single,41412.0,1,1,2012-01-13,71,298,296,95,129,37,226,2,3,5,12,6,1,0,1,0,0,0,0,3,11
10866,1929,Graduation,Widow,47603.0,0,1,2012-02-01,44,235,1,134,58,38,1,4,6,3,3,5,0,0,0,0,0,0,0,3,11
10867,1969,Graduation,Married,34560.0,1,1,2013-07-08,95,63,17,105,10,21,60,2,5,0,4,10,0,0,0,0,0,0,0,3,11
10868,1977,Graduation,Single,78684.0,0,0,2013-11-07,33,810,568,172,75,17,763,1,15,4,19,3,0,0,0,0,0,1,0,3,11
10869,1968,Master,Divorced,84492.0,0,0,2012-05-17,24,733,23,1043,38,210,162,1,20,8,8,6,0,0,0,0,0,0,0,3,11
10870,1979,2n Cycle,Married,48100.0,1,1,2012-02-22,31,87,0,53,7,48,15,2,3,3,1,6,0,0,0,0,0,1,0,3,11
10871,1970,PhD,Single,93659.0,0,0,2012-10-29,0,814,86,346,73,34,45,3,10,7,7,5,0,0,0,0,1,0,0,3,11
10872,1957,Graduation,Single,85251.0,0,0,2013-12-11,40,107,37,486,48,14,211,3,8,2,8,2,1,0,0,1,0,0,1,3,11
10873,1982,Graduation,Widow,67255.0,1,0,2013-02-03,46,359,44,463,84,307,551,1,9,11,13,3,1,0,0,0,0,0,0,3,11
10874,1983,Graduation,Together,35858.0,1,1,2013-08-23,99,134,195,142,12,2,12,6,3,4,4,2,0,0,1,0,0,0,0,3,11
10875,1941,Graduation,Divorced,52043.0,0,0,2014-05-25,53,383,76,541,128,79,23,6,9,2,8,7,0,1,0,0,0,1,0,3,11
10876,1975,Master,Married,68421.0,0,0,2013-04-09,51,629,53,307,114,71,36,0,4,3,13,5,0,0,0,0,0,0,0,3,11
10877,1979,Graduation,Single,70912.0,1,0,2012-10-20,19,482,68,279,46,19,127,0,3,5,12,8,0,0,0,1,0,1,0,3,11
10878,1965,Graduation,Together,57566.0,0,1,2012-01-30,62,203,31,128,80,22,4,6,2,1,2,5,0,0,0,0,0,0,0,3,11
10879,1968,Graduation,Divorced,32089.0,0,1,2014-01-07,59,140,38,102,2,6,80,4,1,0,2,7,0,0,0,0,0,0,0,3,11
10880,1975,2n Cycle,Divorced,77184.0,0,0,2013-11-05,17,553,22,127,40,16,32,5,9,7,3,5,1,0,0,0,0,0,0,3,11
10881,1966,Graduation,Together,39612.0,0,1,2012-10-30,87,57,31,44,3,12,41,4,5,2,4,9,0,0,0,0,1,0,0,3,11
10882,1952,PhD,Widow,37979.0,1,0,2013-07-19,49,222,27,109,44,218,128,3,5,3,2,5,0,0,0,1,0,0,0,3,11
10883,1972,Graduation,Single,75833.0,0,0,2012-07-25,62,420,79,430,70,41,34,0,5,1,13,6,1,0,0,0,0,0,0,3,11
10884,1960,PhD,Together,115970.0,0,0,2013-08-24,28,598,145,607,209,6,316,0,5,4,21,4,0,0,0,0,1,0,0,3,11
10885,1976,Master,Divorced,54760.0,1,0,2013-01-25,30,530,282,133,460,31,293,2,6,4,17,7,0,0,1,0,1,0,0,3,11
